file_id	score
06902199-fbc7-46dc-becb-c9a56170ec70	8.0
07c9cf46-6843-4d84-b376-1746c290b6b9	8.0
0cfe83b5-8df2-43a0-80a6-34b2c2259551	8.0
20ee3a8a-e794-4200-b943-dd5be5704d56	8.0
214e8810-ca41-4f81-9a0a-142ae3a75778	8.0
23b9f306-af84-4d1f-a0fa-71869f61eb28	8.0
25f84dea-0950-40b7-9d1e-8b45269ac4e3	8.0
262f31a8-e7e5-4405-bec4-23c78ac224cb	8.0
2a1931d8-966b-4f2a-9150-7d3b1d54a8a5	8.0
2abc90e5-394c-4ea8-83b3-13c86f6bfc50	8.0
2afe91f0-8b93-488c-a5a0-5435ebc2c6e1	8.0
2f8f46be-7c76-43ea-9232-987cdb4c2263	8.0
30dd6b33-9784-4d43-8411-af1044bb3ef1	8.0
33b006bd-80aa-4616-9f40-9d7225415863	8.0
37f84957-22a0-4de4-bd1f-6833426b08d3	8.0
40a15a04-c81d-42f1-a646-80f60ab4e8c4	8.0
43a2e938-a775-4e77-be1e-eacd05dc1c33	8.0
52dab61e-f56b-4714-adc1-b7f7abbe6de4	8.0
57517bfc-370d-4ded-b4e5-9e87c67c2f0a	8.0
614a21df-9c0a-4cb5-bb09-15b14c187b29	8.0
63b7bd70-946e-4169-accb-062abba871cb	8.0
6be6c3d2-58a1-4e54-b8ab-0d04b1a3e077	8.0
6d10f5eb-7afc-456a-8240-990ee3ce7cfe	8.0
6df7fbaa-0bf0-4dab-9d00-a233f927e5b3	8.0
761ac307-ccd1-4bd6-bd46-d91bd1996b31	8.0
7c69e38c-3458-4d17-a6db-68f945cdc80a	8.0
7f9e57fe-1e9e-4acf-9b70-d5101a507442	8.0
8b5ecf9c-640d-424d-a10e-67b66c450a63	8.0
8f0afa3b-f7df-462c-b80c-b256ce104dc0	8.0
91fe513a-de23-4b39-b956-e44ed571a8d4	8.0
942bc242-bdea-4729-9106-1c8bb4cc7002	8.0
951cf970-36c1-4c92-b049-85f1d22cdf3d	8.0
98054505-f47f-47d2-b403-fd4d1efd2993	8.0
9c0b7bf1-9823-4adb-9cc2-4b03c7527920	8.0
a74ee449-93e7-4959-afb2-378bfc0d3cb2	8.0
b0836b0a-f999-46ac-9eaa-9455d2797a01	8.0
b895c62e-54fd-492e-b20d-239b6c0a4100	8.0
befbef3a-eade-4f37-a7e0-1f1c2f058373	8.0
c19d9ad6-779c-4fbb-a5f7-ee9c8980eb56	8.0
c8727106-af02-439c-b049-f82f402a8ad3	8.0
c957445c-0160-4b32-84ec-575951e53989	8.0
cb07ae10-6bd6-4294-a49c-c45f2bff4d7b	8.0
cb10712c-8c3b-4721-a94b-69ecf47608b9	8.0
d1cba9b9-2511-4549-aa34-3eb20a90e302	8.0
d43707da-9354-42af-9569-4c729f54fa38	8.0
d81732d1-e9ea-49b9-8848-30131fb1eb25	8.0
d86f139f-3f1e-4b63-a7f3-87656013576e	8.0
dbbf669c-52f9-491c-965e-7f8c18f946f3	8.0
f8836d03-df6d-4a99-bbf7-b560b7cdc23a	8.0
fa1e5bb3-0d04-49f8-a225-4e56468882cc	8.0
